EMPLOYEE_ID,SKILLS,RATING
EMP105,MySQL,1
EMP105,Ruby,3
EMP105,Statistical Analysis,5
EMP105,Communication,1
EMP106,Containerization,3
EMP106,HTML,1
EMP106,Accessibility,3
EMP106,Agile Product Management,5
EMP107,Responsive Design,1
EMP107,Test-Driven Development,2
EMP107,RESTful API,4
EMP107,Technical Writing,4
EMP108,Containerization,5
EMP108,Requirements Analysis,1
EMP108,User Stories,1
EMP108,PostgreSQL,2
EMP109,Leadership,5
EMP109,RESTful API,1
EMP109,Communication,2
EMP109,Behavior-Driven Development,2
EMP110,C#,5
EMP110,Behavior-Driven Development,2
EMP110,Azure,2
EMP110,Django,5
EMP111,MySQL,1
EMP111,Python,5
EMP111,Containerization,5
EMP111,PostgreSQL,2
EMP112,Agile Product Management,5
EMP112,Vue.js,1
EMP112,JavaScript,3
EMP112,Artificial Intelligence,3
EMP113,Agile Methodologies,3
EMP113,Wireframing,3
EMP113,Cybersecurity,4
EMP113,React,2
EMP114,JavaScript,4
EMP114,Kotlin,2
EMP114,Information Security,3
EMP114,Scrum,4
EMP115,JavaScript,3
EMP115,Git,1
EMP115,Communication,5
EMP115,NoSQL,2
EMP116,Documentation,3
EMP116,Responsive Design,1
EMP116,React,5
EMP116,Cryptography,2
EMP117,Java,4
EMP117,Technical Writing,2
EMP117,Containerization,1
EMP117,Python,2
EMP118,Kubernetes,2
EMP118,Kotlin,4
EMP118,Scrum,4
EMP118,Test-Driven Development,1
EMP119,Angular,3
EMP119,Objective-C,4
EMP119,Data Analysis,1
EMP119,Flask,2
EMP120,Docker,1
EMP120,JavaScript,3
EMP120,Interaction Design,5
EMP120,Agile Methodologies,4
EMP121,Leadership,1
EMP121,Interaction Design,4
EMP121,Problem Solving,5
EMP121,C#,1
EMP122,.NET,4
EMP122,MongoDB,1
EMP122,Responsive Design,1
EMP122,Agile Methodologies,5
EMP123,SQL,4
EMP123,PostgreSQL,4
EMP123,Django,2
EMP123,Kubernetes,1
EMP124,Docker,5
EMP124,Objective-C,3
EMP124,Continuous Deployment,2
EMP124,DevOps,4
EMP125,Agile Methodologies,3
EMP125,Collaboration,4
EMP125,Machine Learning,2
EMP125,Troubleshooting,2
EMP126,CSS,4
EMP126,Microservices,4
EMP126,Collaboration,2
EMP126,React,3
EMP127,Azure,4
EMP127,HTML,2
EMP127,Django,3
EMP127,C#,5
EMP128,Objective-C,2
EMP128,Data Analysis,3
EMP128,Agile Methodologies,3
EMP128,Problem Solving,3
EMP129,Docker,5
EMP129,Microservices,4
EMP129,Vue.js,2
EMP129,Data Visualization,3
EMP130,Business Analysis,2
EMP130,Wireframing,1
EMP130,Azure,2
EMP130,Kotlin,2
EMP131,CSS,4
EMP131,Agile Product Management,5
EMP131,Continuous Deployment,3
EMP131,Ruby,3
EMP132,PostgreSQL,3
EMP132,Swift,2
EMP132,DevOps,1
EMP132,Responsive Design,1
EMP133,Responsive Design,2
EMP133,Requirements Analysis,1
EMP133,Business Analysis,5
EMP133,Continuous Integration,5
EMP134,Flask,4
EMP134,JavaScript,3
EMP134,AWS,2
EMP134,Interaction Design,5
EMP135,Agile Product Management,5
EMP135,Behavior-Driven Development,3
EMP135,Django,2
EMP135,Flask,3
EMP136,Containerization,3
EMP136,Java,2
EMP136,Kubernetes,2
EMP136,Python,1
EMP137,Git,1
EMP137,Product Management,5
EMP137,User Research,1
EMP137,Continuous Deployment,2
EMP138,Agile Product Management,2
EMP138,Python,3
EMP138,Git,3
EMP138,Continuous Integration,1
EMP139,Azure,2
EMP139,Django,5
EMP139,Problem Solving,4
EMP139,Test-Driven Development,5
EMP140,Information Security,1
EMP140,C#,1
EMP140,Communication,2
EMP140,GraphQL,2
EMP141,Product Management,4
EMP141,Troubleshooting,2
EMP141,Data Science,5
EMP141,Continuous Integration,5
EMP142,Business Analysis,3
EMP142,Information Security,3
EMP142,Continuous Deployment,2
EMP142,DevOps,5
EMP143,Microservices,3
EMP143,Azure,5
EMP143,CI/CD,4
EMP143,MongoDB,3
EMP144,Statistical Analysis,1
EMP144,UI/UX Design,5
EMP144,Accessibility,5
EMP144,Django,3
EMP145,MySQL,5
EMP145,Prototyping,3
EMP145,Interaction Design,1
EMP145,Accessibility,3
EMP146,NoSQL,2
EMP146,Network Security,3
EMP146,Behavior-Driven Development,3
EMP146,Problem Solving,5
EMP147,User Stories,3
EMP147,DevOps,3
EMP147,Business Analysis,4
EMP147,Ruby,1
EMP148,HTML,4
EMP148,Microservices,3
EMP148,Interaction Design,1
EMP148,CI/CD,1
EMP149,React,4
EMP149,Statistical Analysis,2
EMP149,Ruby,1
EMP149,Artificial Intelligence,5
EMP150,Kotlin,5
EMP150,Documentation,5
EMP150,Django,3
EMP150,RESTful API,1
EMP151,Java,3
EMP151,Data Visualization,3
EMP151,CSS,1
EMP151,NoSQL,3
EMP152,PHP,5
EMP152,Node.js,5
EMP152,JavaScript,5
EMP152,Machine Learning,5
EMP153,Continuous Deployment,4
EMP153,Flask,4
EMP153,Objective-C,1
EMP153,Artificial Intelligence,3
EMP154,Ruby,4
EMP154,Information Security,1
EMP154,Git,2
EMP154,GraphQL,4
EMP155,Machine Learning,4
EMP155,Scrum,4
EMP155,Objective-C,4
EMP155,Docker,1
EMP156,Ruby,3
EMP156,Cryptography,2
EMP156,MongoDB,5
EMP156,User Research,5
EMP157,Troubleshooting,4
EMP157,RESTful API,1
EMP157,Artificial Intelligence,2
EMP157,Technical Writing,1
EMP158,JavaScript,2
EMP158,Vue.js,1
EMP158,DevOps,1
EMP158,Penetration Testing,1
EMP159,Java,2
EMP159,Data Science,2
EMP159,CSS,2
EMP159,MySQL,3
EMP160,Agile Methodologies,5
EMP160,User Research,2
EMP160,Wireframing,5
EMP160,Collaboration,1
EMP161,Prototyping,1
EMP161,C#,4
EMP161,Ruby,2
EMP161,Google Cloud Platform,2
EMP162,Docker,3
EMP162,Wireframing,2
EMP162,DevOps,1
EMP162,Product Management,5
EMP163,PHP,3
EMP163,SQL,1
EMP163,JavaScript,3
EMP163,PostgreSQL,2
EMP164,CI/CD,4
EMP164,RESTful API,1
EMP164,CSS,3
EMP164,Problem Solving,4
EMP165,Network Security,3
EMP165,React,5
EMP165,Ruby,4
EMP165,Technical Writing,1
EMP166,Cryptography,1
EMP166,Google Cloud Platform,5
EMP166,Kotlin,3
EMP166,C#,3
EMP167,.NET,5
EMP167,Information Security,3
EMP167,Documentation,2
EMP167,PHP,2
EMP168,Java,3
EMP168,Vue.js,5
EMP168,CI/CD,5
EMP168,DevOps,3
EMP169,Ruby,4
EMP169,Communication,1
EMP169,Prototyping,5
EMP169,DevOps,2
EMP170,Test-Driven Development,5
EMP170,Node.js,4
EMP170,Data Science,2
EMP170,Kotlin,5
EMP171,Statistical Analysis,4
EMP171,Requirements Analysis,4
EMP171,Communication,1
EMP171,Flask,5
EMP172,Statistical Analysis,1
EMP172,HTML,5
EMP172,NoSQL,5
EMP172,Problem Solving,3
EMP173,Collaboration,5
EMP173,Continuous Deployment,2
EMP173,User Stories,5
EMP173,Behavior-Driven Development,5
EMP174,Product Management,4
EMP174,Scrum,3
EMP174,Django,3
EMP174,Angular,5
EMP175,RESTful API,1
EMP175,Ruby,4
EMP175,Azure,1
EMP175,Swift,1
EMP176,Test-Driven Development,1
EMP176,User Research,1
EMP176,Swift,1
EMP176,Data Analysis,4
EMP177,Penetration Testing,5
EMP177,CSS,5
EMP177,Requirements Analysis,2
EMP177,Scrum,3
EMP178,PHP,1
EMP178,Test-Driven Development,2
EMP178,Interaction Design,5
EMP178,React,2
EMP179,Network Security,1
EMP179,Continuous Deployment,1
EMP179,Leadership,4
EMP179,Product Management,1
EMP180,Flask,5
EMP180,Problem Solving,1
EMP180,React,1
EMP180,DevOps,2
EMP181,Product Management,5
EMP181,Accessibility,4
EMP181,Data Analysis,5
EMP181,Scrum,2
EMP182,User Stories,2
EMP182,Communication,3
EMP182,Business Analysis,4
EMP182,Cryptography,4
EMP183,Containerization,3
EMP183,HTML,1
EMP183,Agile Methodologies,3
EMP183,Data Analysis,2
EMP184,Azure,3
EMP184,NoSQL,1
EMP184,C#,2
EMP184,Agile Methodologies,3
EMP185,CI/CD,4
EMP185,JavaScript,5
EMP185,Node.js,5
EMP185,Vue.js,4
EMP186,Responsive Design,1
EMP186,Kotlin,5
EMP186,UI/UX Design,2
EMP186,Network Security,5
EMP187,Ruby,3
EMP187,Accessibility,2
EMP187,Containerization,1
EMP187,Python,3
EMP188,Azure,3
EMP188,Kubernetes,2
EMP188,Swift,5
EMP188,Data Analysis,4
EMP189,Microservices,1
EMP189,Node.js,5
EMP189,Wireframing,4
EMP189,Continuous Deployment,1
EMP190,Containerization,4
EMP190,MongoDB,1
EMP190,Interaction Design,2
EMP190,Collaboration,1
EMP191,NoSQL,2
EMP191,Google Cloud Platform,1
EMP191,Java,2
EMP191,Scrum,2
EMP192,Information Security,3
EMP192,C#,1
EMP192,MongoDB,2
EMP192,SQL,2
EMP193,Data Visualization,1
EMP193,Network Security,5
EMP193,HTML,2
EMP193,Behavior-Driven Development,3
EMP194,Scrum,2
EMP194,SQL,3
EMP194,Behavior-Driven Development,4
EMP194,Cryptography,4
EMP195,Artificial Intelligence,2
EMP195,Responsive Design,3
EMP195,Continuous Deployment,4
EMP195,Django,2
EMP196,Angular,5
EMP196,C#,1
EMP196,Penetration Testing,1
EMP196,Git,1
EMP197,Statistical Analysis,3
EMP197,Problem Solving,5
EMP197,Communication,4
EMP197,Business Analysis,3
EMP198,Statistical Analysis,5
EMP198,Scrum,3
EMP198,Requirements Analysis,3
EMP198,NoSQL,4
EMP199,User Stories,5
EMP199,C#,4
EMP199,Agile Methodologies,3
EMP199,Requirements Analysis,1
emp_01,Git,4
emp_01,Docker,4
